rhel-6.4-rhui-server-for-rhs-2.1-debug-rpms-x86_64,Red Hat Enterprise Linux 6.4 Server for RHS 2.1 (Debug RPMs) from RHUI (x86_64),https://cdn.redhat.com//content/dist/rhs/rhui/server/2.1/x86_64/rhel/6.4/debug
rhel-rhui-server-6-supplementary-debug-6Server-x86_64,RHEL RHUI Server 6 Supplementary Debug (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/supplementary/debug
rhel-rhui-server-6-supplementary-os-6Server-x86_64,RHEL RHUI Server 6 Supplementary OS (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/supplementary/os
rhui-srpms-2.0-6Server-x86_64,Red Hat Update Infrastructure 2.0 (SRPMS) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/rhui/2.0/source/SRPMS
rhel-rhui-server-6-rhscl-1-os-6Server-x86_64,RHEL RHUI Server 6 Rhscl 1 OS (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/rhscl/1/os
rhui-rhel-6-resilientstorage-debug-6Server-i386,RHUI RHEL 6 (resilientstorage debug) (6Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/i386/resilientstorage/debug
rhui-rhel-6-highavailability-debug-6Server-x86_64,RHUI RHEL 6 (highavailability debug) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/highavailability/debug
rhui-rhel-6-resilientstorage-debug-6Server-x86_64,RHUI RHEL 6 (resilientstorage debug) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/resilientstorage/debug
rhui-rhel-6-scalablefilesystem-debug-6Server-x86_64,RHUI RHEL 6 (scalablefilesystem debug) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/scalablefilesystem/debug
rhui-6-mrg-g-2.0-debug-6Server-x86_64,Red Hat Enterprise Linux 6 Update Infrastructure MRG 2.0 (Debug) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/mrg-g/2.0/debug
rhui-6-mrg-g-2.0-srpms-6Server-x86_64,Red Hat Enterprise Linux 6 Update Infrastructure MRG 2.0 (SRPMS) (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/mrg-g/2.0/source/SRPMS
rhui-beta-rhel-6-debug-6Server-i386,RHUI RHEL 6 (debug) (6Server-i386),https://cdn.redhat.com/content/beta/rhel/rhui/server/6/6Server/i386/debug
rhui-beta-rhel-6-debug-6Server-x86_64,RHUI RHEL 6 (debug) (6Server-x86_64),https://cdn.redhat.com/content/beta/rhel/rhui/server/6/6Server/x86_64/debug
rhui-beta-rhel-6-optional-debug-6Server-i386,RHUI RHEL 6 (optional debug) (6Server-i386),https://cdn.redhat.com/content/beta/rhel/rhui/server/6/6Server/i386/optional/debug
rhel-6.2-rhui-server-for-rhs-beta-source-rpms-x86_64,Red Hat Enterprise Linux 6.2 Server for RHS 2 VSA Beta (Source RPMs) from RHUI (x86_64),https://cdn.redhat.com/content/beta/rhs/rhui/vsa/2.0/x86_64/rhel/6.2/source/SRPMS
rhui-6-highavailability-6Server-x86_64,Red Hat Enterprise Linux 6 Update Infrastructure High Availability (6Server-x86_64),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/x86_64/highavailability/os
rhel-rhui-server-6-rh-common-os-6Server-i386,RHEL RHUI Server 6 Rh-common OS (6Server-i386),https://cdn.redhat.com//content/dist/rhel/rhui/server/6/6Server/i386/rh-common/os
rhel-rhui-server-6-rh-common-source-srpms-6Server-i386,RHEL RHUI Server 6 Rh-common Source Srpms (6Server-i386),https://cdn.redhat.com//content/dist/rhel/rhui/server/6/6Server/i386/rh-common/source/SRPMS
rhel-rhui-server-6-rh-common-source-srpms-6Server-x86_64,RHEL RHUI Server 6 Rh-common Source Srpms (6Server-x86_64),https://cdn.redhat.com//content/dist/rhel/rhui/server/6/6Server/x86_64/rh-common/source/SRPMS
rhel-rhui-server-6-rh-common-debug-6Server-x86_64,RHEL RHUI Server 6 Rh-common Debug (6Server-x86_64),https://cdn.redhat.com//content/dist/rhel/rhui/server/6/6Server/x86_64/rh-common/debug
rhel-server-6-srpms-6Server-i386,Red Hat Enterprise Linux Server 6 (SRPMS) (6Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/i386/source/SRPMS
rhel-server-6-optional-srpms-6Server-i386,Red Hat Enterprise Linux Server 6 Optional (SRPMS) (6Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/i386/optional/source/SRPMS
beta-rhel-rhui-everything-7-source-srpms-x86_64,Beta RHEL RHUI Everything 7 Source Srpms (x86_64),https://cdn.redhat.com//content/beta/rhel/rhui/everything/7/x86_64/source/SRPMS
jbeap-6-rhui-rhel-6-rpms-6Server-i386,JBoss EAP 6 for RHUI RHEL 6 (RPMs) (6Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/i386/jbeap/6/os
jbeap-6-rhui-rhel-6-srpms-6Server-i386,JBoss EAP 6 for RHUI RHEL 6 (source) (6Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/6/6Server/i386/jbeap/6/source/SRPMS
rhui-client-config-beta-rhel-server-7-i386-os,Red Hat Update Infrastructure 2.0 Client Configuration Server 7 i386 Beta,
rhel-server-5-5Server-i386,Red Hat Enterprise Linux Server 5 (RPMs) (5Server-i386),https://cdn.redhat.com/content/dist/rhel/rhui/server/5/5Server/i386/os
beta-rhel-rhui-everything-7-os-x86_64,Beta RHEL RHUI Everything 7 OS (x86_64),https://cdn.redhat.com//content/beta/rhel/rhui/everything/7/x86_64/os
